;Stock;Description;Model;Loss;MSE;RMSE;MAE;MAPE;R²
0;PETR4;Stock Data;model_3;0.00014892469334881753;0.0002755199188103906;0.01659879269134929;0.011101222412302693;2.652846705691098;0.9726969206136391
1;VALE3;Stock Data;model_3;7.734660903224722e-05;0.00029312369925644025;0.01712085568119889;0.012727980534289028;2.2270934147329573;0.9921030466397311
2;BBDC4;Stock Data;model_3;0.00032408753759227693;0.0004968342249389998;0.02228977848564224;0.016044237844588298;3.170046844980614;0.9713777950028011
3;ITUB4;Stock Data;model_3;0.0001745904446579516;0.00037781896321729106;0.019437565773966943;0.014067551649664615;2.3791751354847017;0.9752719050385299
4;PETR4;Stock Data + Google News;model_3;0.00018293819448444992;0.00033649383976994525;0.018343768417910897;0.012480764360601086;2.9514263826302005;0.9666546140840625
5;VALE3;Stock Data + Google News;model_3;8.603071910329163e-05;0.001164090861482094;0.03411877579108157;0.02424941620806582;3.695018170295445;0.9686385943423941
6;BBDC4;Stock Data + Google News;model_3;0.0003461343585513532;0.000530565421402077;0.023034005761093247;0.0167541647371442;3.288732560243289;0.9694345689295861
7;ITUB4;Stock Data + Google News;model_3;0.00020491877512540668;0.0004080359483256336;0.020199899710781576;0.01475028383823156;2.4983818709079166;0.9732942158541502
8;PETR4;Stock Data + Twitter;model_3;0.00018258861382491887;0.0003208479081870288;0.017912227895687034;0.012061903444680054;2.8415930152782396;0.9682050722648227
9;VALE3;Stock Data + Twitter;model_3;8.94482946023345e-05;0.002164105264693379;0.04651994480535611;0.032648760633017485;4.595898918665147;0.9416975209259869
10;BBDC4;Stock Data + Twitter;model_3;0.00034725715522654355;0.0005048807482689078;0.022469551581393604;0.01617980223310095;3.185316468909389;0.9709142415101011
11;ITUB4;Stock Data + Twitter;model_3;0.00018925167387351394;0.0004028944662676732;0.0200722312229526;0.014769791258484283;2.492113868172792;0.973630723729481
12;PETR4;Stock Data + IT (IFR + MMS + MME);model_3;0.00016849122766871005;0.0003057825551024831;0.017486639331286132;0.011839334777856706;2.8259918304741913;0.9696979971067975
13;VALE3;Stock Data + IT (IFR + MMS + MME);model_3;9.058760770130903e-05;0.0003435990802713161;0.01853642576850554;0.013757828745053963;2.411818123613798;0.9907432052801707
14;BBDC4;Stock Data + IT (IFR + MMS + MME);model_3;0.0003333704371470958;0.0005027889666849726;0.02242295624321139;0.01602808457272027;3.184891768862816;0.9710347473011667
15;ITUB4;Stock Data + IT (IFR + MMS + MME);model_3;0.00022416128194890916;0.00039975672022796047;0.019993917080651315;0.014480412532430953;2.4417002310301297;0.9738360879107129
16;PETR4;Google News + Twitter + IFR + MMS;model_3;0.0001813193375710398;0.00032746464109493795;0.018095984115127254;0.011983764669878615;2.9086457804057297;0.9675493767178618
17;VALE3;Google News + Twitter + IFR + MMS;model_3;9.957034490071237e-05;0.0007684941581555554;0.02772172718564908;0.021038266729193178;3.4652913486431602;0.9792962406656712
18;BBDC4;Google News + Twitter + IFR + MMS;model_3;0.00033459081896580756;0.0005004740951395857;0.022371278352825204;0.016194092210416594;3.2253506832719574;0.9711681051187011
19;ITUB4;Google News + Twitter + IFR + MMS;model_3;0.00018364489369560033;0.0003929792757641918;0.019823704895003652;0.014306627757872949;2.4330992829157045;0.974279668849237
20;PETR4;Google News + Twitter + IFR + MME;model_3;0.00016215427604038268;0.00030535673319314683;0.01747445945353237;0.0116326243234784;2.8040962108209135;0.9697401945981631
21;VALE3;Google News + Twitter + IFR + MME;model_3;0.00010548745194682851;0.0005163406865760088;0.022723131090939225;0.01719468014044426;2.965352127497785;0.9860894280119851
22;BBDC4;Google News + Twitter + IFR + MME;model_3;0.0003399521519895643;0.0005197943466585019;0.022798998808248178;0.016502041031401165;3.270481652778693;0.9700550815550772
23;ITUB4;Google News + Twitter + IFR + MME;model_3;0.00017688593652565032;0.00041126775859785146;0.02027973763631698;0.014671483399007415;2.465697057492925;0.9730826952077847
24;PETR4;Google News + Twitter + IFR + MME + MMS;model_3;0.00017224447219632566;0.00030538317513657473;0.01747521602546231;0.011730083471746434;2.7956720117412246;0.9697375742922206
25;VALE3;Google News + Twitter + IFR + MME + MMS;model_3;8.484353020321578e-05;0.0012213234187283101;0.03494743794226281;0.025567082984397454;3.891594539739983;0.9670967100239006
26;BBDC4;Google News + Twitter + IFR + MME + MMS;model_3;0.0003610804269555956;0.0005954148396487233;0.024401123737416753;0.017728127942057716;3.510430926450006;0.9656986480734243
27;ITUB4;Google News + Twitter + IFR + MME + MMS;model_3;0.00018719866056926548;0.000477017575179062;0.021840732020219973;0.016085416406921644;2.7114138372834;0.9687793968919075
